NAME	# MATCHING PROBE SETS	MATCHING PROBE SET(S)	
CEND1	1	ENSG00000184524	
SEC14L2	1	ENSG00000100003	
SEC14L6	1	ENSG00000214491	
SEC14L4	1	ENSG00000133488	
SEC14L5	1	ENSG00000103184	
CRMA	1	ENSG00000174403	
ATP6V1C2	1	ENSG00000143882	
RTEL1-TNFRSF6B	1	ENSG00000026036	
TSPEAR-AS2	1	ENSG00000182912	
EGR4	1	ENSG00000135625	
REG4	1	ENSG00000134193	
RAB27A	1	ENSG00000069974	
LINC02292	1	ENSG00000258630	
PPBP	1	ENSG00000163736	
TSPEAR-AS1	1	ENSG00000235890	
DSG1-AS1	1	ENSG00000266729	
CALY	1	ENSG00000130643	
CD209	1	ENSG00000090659	
CD207	1	ENSG00000116031	
KYAT1	2	ENSG00000286112:ENSG00000171097	
ENSG00000287281	1	ENSG00000287281	
ENSG00000287258	1	ENSG00000287258	
WFDC9	1	ENSG00000180205	
SYNM	1	ENSG00000182253	
IL20	1	ENSG00000162891	
LINC02244	1	ENSG00000259590	
DHRS11	1	ENSG00000278535	
ACY1	1	ENSG00000243989	
IL24	1	ENSG00000162892	
WT1-AS	1	ENSG00000183242	
OTUD7A	1	ENSG00000169918	
ENSG00000228044	1	ENSG00000228044	
B3GNTL1	1	ENSG00000175711	
WFDC3	1	ENSG00000124116	
NAT16	1	ENSG00000167011	
CRTAC1	1	ENSG00000095713	
MAP1LC3C	1	ENSG00000197769	
MUC15	1	ENSG00000169550	
LINC02232	1	ENSG00000250125	
LOC124904072	1	ENSG00000261978	
IL11	1	ENSG00000095752	
SLC32A1	1	ENSG00000101438	
SFTPC	1	ENSG00000168484	
PABPC5	1	ENSG00000174740	
IL16	1	ENSG00000172349	
SYN3	1	ENSG00000185666	
SYN2	1	ENSG00000157152	
IL1A	1	ENSG00000115008	
MRGPRF-AS1	1	ENSG00000256508	
PABPC3	1	ENSG00000151846	
SYNC	1	ENSG00000162520	
FJX1	1	ENSG00000179431	
CERS3-AS1	1	ENSG00000259430	
DDR2	1	ENSG00000162733	
JAZF1-AS1	1	ENSG00000234336	
TAGLN	1	ENSG00000149591	
LINC02266	1	ENSG00000272727	
LINC02261	1	ENSG00000249699	
LINC02263	1	ENSG00000228358	
LINC02262	1	ENSG00000224932	
MFSD4A	1	ENSG00000174514	
RELN	1	ENSG00000189056	
HSD17B2	1	ENSG00000086696	
SHOX	1	ENSG00000185960	
UVRAG-DT	1	ENSG00000255507	
NCKAP5-AS2	1	ENSG00000226953	
MLIP-AS1	1	ENSG00000235050	
XDH	1	ENSG00000158125	
REM2	1	ENSG00000139890	
CAP2	1	ENSG00000112186	
LINC02253	1	ENSG00000259485	
OSM	1	ENSG00000099985	
PNMA5	1	ENSG00000198883	
GCG	1	ENSG00000115263	
VEGFD	1	ENSG00000165197	
ASTILCS	1	ENSG00000244998	
VEGFA	1	ENSG00000112715	
BOP1	1	ENSG00000261236	
TTC9	1	ENSG00000133985	
EPGN	1	ENSG00000182585	
GPRACR	1	ENSG00000196979	
CFHR1	1	ENSG00000244414	
PNPLA3	1	ENSG00000100344	
CAPS	1	ENSG00000105519	
PAGE4	1	ENSG00000101951	
PCDH11Y	1	ENSG00000099715	
OR5K2	1	ENSG00000231861	
PAGE1	1	ENSG00000068985	
PCDH11X	1	ENSG00000102290	
ZNF667-AS1	1	ENSG00000166770	
LOXL4	1	ENSG00000138131	
OTP	1	ENSG00000171540	
NR3C1	1	ENSG00000113580	
ACTG2	1	ENSG00000163017	
LOXL2	1	ENSG00000134013	
NR3C2	1	ENSG00000151623	
MAGEB17-AS1	1	ENSG00000238178	
IL6R	1	ENSG00000160712	
CASR	1	ENSG00000036828	
IRAG2	1	ENSG00000118308	
CDH3-AS1	1	ENSG00000260577	
POU3F2	1	ENSG00000184486	
POU3F3	1	ENSG00000198914	
POU3F4	1	ENSG00000196767	
TMEM253	1	ENSG00000232070	
SPOCD1	1	ENSG00000134668	
SCNN1G	1	ENSG00000166828	
DLGAP1-AS2	1	ENSG00000262001	
SCNN1B	1	ENSG00000168447	
MAP7D2	1	ENSG00000184368	
DLGAP1-AS5	1	ENSG00000261520	
MAGEA12	1	ENSG00000213401	
TCF7	1	ENSG00000081059	
ENSG00000285492	1	ENSG00000285492	
HIGD1A	1	ENSG00000181061	
CACNA1H	1	ENSG00000196557	
ADGRG4	1	ENSG00000156920	
LINC01807	1	ENSG00000232023	
SNTG2	1	ENSG00000172554	
ZHX1-C8orf76	1	ENSG00000259305	
AANAT	1	ENSG00000129673	
ADGRG7	1	ENSG00000144820	
PRR5-ARHGAP8	1	ENSG00000248405	
IRAK2	1	ENSG00000134070	
TMEM249	1	ENSG00000261587	
DHRS7C	1	ENSG00000184544	
RHPN1	1	ENSG00000158106	
GFY	1	ENSG00000261949	
MORC1	1	ENSG00000114487	
MAGEA11	1	ENSG00000185247	
SPRY4-AS1	1	ENSG00000231185	
MAGEA10	1	ENSG00000124260	
SYT5	1	ENSG00000129990	
TFAP2A	1	ENSG00000137203	
TFAP2B	1	ENSG00000008196	
SYT4	1	ENSG00000132872	
MGAM	1	ENSG00000257335	
ENSG00000288531	1	ENSG00000288531	
MUC16	1	ENSG00000181143	
CAV3	1	ENSG00000182533	
UBE2C	1	ENSG00000175063	
NEUROG2-AS1	1	ENSG00000249509	
CAV1	1	ENSG00000105974	
MUC19	1	ENSG00000205592	
ENSG00000228033	1	ENSG00000228033	
SYT9	1	ENSG00000170743	
SYT8	1	ENSG00000149043	
SYT7	1	ENSG00000011347	
SYT6	1	ENSG00000134207	
GGN	1	ENSG00000179168	
GNAO1	1	ENSG00000087258	
TMEM236	1	ENSG00000148483	
NAT1	1	ENSG00000171428	
UBE2S	1	ENSG00000108106	
NAT2	1	ENSG00000156006	
ALPP	1	ENSG00000163283	
FAM151A	1	ENSG00000162391	
KILH	1	ENSG00000231683	
ALPI	1	ENSG00000163295	
MELTF	1	ENSG00000163975	
AMOTL1	1	ENSG00000166025	
MXD1	1	ENSG00000059728	
MUC21	1	ENSG00000204544	
MS4A8	1	ENSG00000166959	
MS4A7	1	ENSG00000166927	
LDB3	1	ENSG00000122367	
DMKN	1	ENSG00000161249	
RND2	1	ENSG00000108830	
RERG	1	ENSG00000134533	
TMEM220	1	ENSG00000187824	
ENSG00000232939	1	ENSG00000232939	
GHR	1	ENSG00000112964	
RASGEF1C	1	ENSG00000146090	
MYO18B	1	ENSG00000133454	
DACT3	1	ENSG00000197380	
MAN1A1	1	ENSG00000111885	
CARMN	1	ENSG00000249669	
GET4	1	ENSG00000239857	
DNAI4	1	ENSG00000152763	
MYOCD	1	ENSG00000141052	
TGIF2	1	ENSG00000118707	
C1orf87	1	ENSG00000162598	
TENT5B	1	ENSG00000158246	
TENT5C	1	ENSG00000183508	
GREM2	1	ENSG00000180875	
TMEM213	1	ENSG00000214128	
SETBP1	1	ENSG00000152217	
SAMMSON	1	ENSG00000240405	
ENSG00000251216	1	ENSG00000251216	
CHI3L1	1	ENSG00000133048	
GNB1L	1	ENSG00000185838	
ZDHHC20-IT1	1	ENSG00000236953	
MS4A2	1	ENSG00000149534	
FAM72D	1	ENSG00000215784	
MS4A1	1	ENSG00000156738	
FAM72A	1	ENSG00000196550	
OTUB2	1	ENSG00000089723	
CASC11	1	ENSG00000249375	
DNAH2	1	ENSG00000183914	
REP15	1	ENSG00000174236	
CDKN2A-AS1	1	ENSG00000224854	
DNAH5	1	ENSG00000039139	
ASAP3	1	ENSG00000088280	
ASB11	1	ENSG00000165192	
PKD1L2	1	ENSG00000166473	
RETN	1	ENSG00000104918	
C8orf88	1	ENSG00000253250	
LOC124901872	1	ENSG00000287747	
ASB18	1	ENSG00000182177	
GNG2	1	ENSG00000186469	
GNG4	1	ENSG00000168243	
GNG7	1	ENSG00000176533	
MXI1	1	ENSG00000119950	
UNC5B-AS1	1	ENSG00000237512	
SPOCK3	1	ENSG00000196104	
GNG8	1	ENSG00000167414	
CASC19	1	ENSG00000254166	
CASC18	1	ENSG00000257859	
CRIPTO3	1	ENSG00000225366	
CASC16	1	ENSG00000249231	
EYA1	1	ENSG00000104313	
EYA2	1	ENSG00000064655	
OR51E2	1	ENSG00000167332	
C8orf74	1	ENSG00000171060	
EPOP	1	ENSG00000273604	
ADGRD2	1	ENSG00000180264	
ACKR4	1	ENSG00000129048	
MSL3-DT	1	ENSG00000282840	
ACKR2	1	ENSG00000144648	
ACKR1	1	ENSG00000213088	
SNTB1	1	ENSG00000172164	
G2E3-AS1	1	ENSG00000257636	
DMP1	1	ENSG00000152592	
ANKRD20A1	1	ENSG00000260691	
FGFRL1	1	ENSG00000127418	
LINC01749	1	ENSG00000272259	
LINC01748	1	ENSG00000226476	
ENSG00000231811	1	ENSG00000231811	
CIST1	1	ENSG00000284797	
MIR22HG	1	ENSG00000186594	
LINC01747	1	ENSG00000230400	
AP1S3	1	ENSG00000152056	
DSCAM-AS1	1	ENSG00000235123	
CDK5RAP3	1	ENSG00000108465	
CLCA4-AS1	1	ENSG00000236915	
MT1HL1	1	ENSG00000244020	
LINC00412	1	ENSG00000234772	
LINC01742	1	ENSG00000275852	
SLC9A3R1-AS1	1	ENSG00000266036	
FNDC1-AS1	1	ENSG00000233682	
ENSG00000225140	1	ENSG00000225140	
GABRG2	1	ENSG00000113327	
GABRG1	1	ENSG00000163285	
IGFL2-AS1	1	ENSG00000268621	
PLEKHS1	1	ENSG00000148735	
MAP1A	1	ENSG00000166963	
LINC00402	1	ENSG00000235532	
CISTR	1	ENSG00000260492	
GAS1RR	1	ENSG00000226237	
LINC01735	1	ENSG00000261453	
LINC01730	1	ENSG00000275491	
ASTN1	1	ENSG00000152092	
PRR7-AS1	1	ENSG00000246334	
C10orf62	1	ENSG00000203942	
PHYHIPL	1	ENSG00000165443	
ADH6	1	ENSG00000172955	
OR5M11	1	ENSG00000255223	
ZFPM2-AS1	1	ENSG00000251003	
LDHD	1	ENSG00000166816	
HMOX1	1	ENSG00000100292	
CEP72	1	ENSG00000112877	
GSG1L	1	ENSG00000169181	
C10orf55	1	ENSG00000222047	
LYPLAL1-DT	1	ENSG00000228063	
PATJ-DT	1	ENSG00000271200	
RMDN2	1	ENSG00000115841	
FOSL1	1	ENSG00000175592	
SQLE	1	ENSG00000104549	
H19	1	ENSG00000130600	
TCN2	1	ENSG00000185339	
TCN1	1	ENSG00000134827	
PCDHB1	1	ENSG00000171815	
PAH	1	ENSG00000171759	
SNAI1	1	ENSG00000124216	
FNDC11	1	ENSG00000125531	
ZNF582-DT	1	ENSG00000267454	
LINC01752	1	ENSG00000224961	
ENSG00000243818	1	ENSG00000243818	
DAND5	1	ENSG00000179284	
LINC01754	1	ENSG00000224565	
EMSLR	1	ENSG00000232445	
GABRB1	1	ENSG00000163288	
NRSN1	1	ENSG00000152954	
PYGM	1	ENSG00000068976	
GPT	1	ENSG00000167701	
C1QTNF9	1	ENSG00000240654	
SPOUT1	1	ENSG00000198917	
LINC01709	1	ENSG00000226715	
C1QTNF2	1	ENSG00000145861	
LINC01705	2	ENSG00000232679:ENSG00000238042	
C1QTNF8	1	ENSG00000184471	
C1QTNF7	1	ENSG00000163145	
LINC01704	1	ENSG00000231666	
ZNF280A	1	ENSG00000169548	
C1QTNF5	1	ENSG00000223953	
RBPMS2	1	ENSG00000166831	
LINC01701	1	ENSG00000232212	
COL10A1	1	ENSG00000123500	
KRTAP1-5	1	ENSG00000221852	
LINC01703	1	ENSG00000225518	
TIMP1	1	ENSG00000102265	
PLEKHN1	1	ENSG00000187583	
CEP55	1	ENSG00000138180	
KRTAP1-1	1	ENSG00000188581	
TEAD4	1	ENSG00000197905	
GRAMD2B	1	ENSG00000155324	
ELMOD1	1	ENSG00000110675	
GCHFR	1	ENSG00000137880	
KAT2B	1	ENSG00000114166	
KAT2A	1	ENSG00000108773	
ZEB1	1	ENSG00000148516	
ASCL5	1	ENSG00000232237	
GRAMD1C	1	ENSG00000178075	
SLCO4A1-AS1	1	ENSG00000232803	
GRAMD1A	1	ENSG00000089351	
GRP	1	ENSG00000134443	
NDUFA4L2	1	ENSG00000185633	
ASCL1	1	ENSG00000139352	
ASCL2	1	ENSG00000183734	
FENDRR	1	ENSG00000268388	
PDF	1	ENSG00000258429	
EPYC	1	ENSG00000083782	
GSC	1	ENSG00000133937	
ABI3BP	1	ENSG00000154175	
SIAE	1	ENSG00000110013	
GABRA1	1	ENSG00000022355	
GSN	1	ENSG00000148180	
ECEL1	1	ENSG00000171551	
C10orf95	1	ENSG00000120055	
NR1H4	1	ENSG00000012504	
DHRS2	1	ENSG00000100867	
TUBB4A	1	ENSG00000104833	
SLC8A3	1	ENSG00000100678	
WASIR2	1	ENSG00000231439	
DHRS9	1	ENSG00000073737	
SMOC1	1	ENSG00000198732	
TOX-DT	1	ENSG00000167912	
TTC23-AS1	1	ENSG00000261616	
LINC01711	1	ENSG00000268941	
SCRG1	1	ENSG00000164106	
PF4	1	ENSG00000163737	
RAB3C	1	ENSG00000152932	
ANKRD13B	1	ENSG00000198720	
CSF3	1	ENSG00000108342	
CSF2	1	ENSG00000164400	
RPL10L	1	ENSG00000165496	
IL5RA	1	ENSG00000091181	
ERVK-28	1	ENSG00000267696	
ENSG00000286923	1	ENSG00000286923	
CDC14A	1	ENSG00000079335	
SLC8A1	1	ENSG00000183023	
SLC8A2	1	ENSG00000118160	
CYSLTR1	1	ENSG00000173198	
LNCTSI	1	ENSG00000230479	
SALL2	1	ENSG00000165821	
SALL4	1	ENSG00000101115	
SLC39A2	1	ENSG00000165794	
GOLGA8S	1	ENSG00000261739	
PGC	1	ENSG00000096088	
CXorf65	1	ENSG00000204165	
RAB36	1	ENSG00000100228	
RAB37	1	ENSG00000172794	
OR2L13	1	ENSG00000196071	
SLCO2A1	1	ENSG00000174640	
PGR	1	ENSG00000082175	
LINC00488	1	ENSG00000214381	
SLC26A2	1	ENSG00000155850	
BRSK2	1	ENSG00000174672	
LINC02223	1	ENSG00000249937	
FAM218A	1	ENSG00000250486	
GOLGA7B	1	ENSG00000155265	
KRBOX1	1	ENSG00000240747	
CLCA2	1	ENSG00000137975	
CLCA1	1	ENSG00000016490	
MPC1L	1	ENSG00000238205	
CCDC33	1	ENSG00000140481	
CLCA4	1	ENSG00000016602	
TMEM132D	1	ENSG00000151952	
TMEM132C	1	ENSG00000181234	
AMBP	1	ENSG00000106927	
CCDC13	1	ENSG00000244607	
TMEM132A	1	ENSG00000006118	
ENSG00000282556	1	ENSG00000282556	
ID2-AS1	1	ENSG00000235092	
TICAM2-AS1	1	ENSG00000249249	
LRFN5	1	ENSG00000165379	
NBEA	1	ENSG00000172915	
NSG2	1	ENSG00000170091	
P4HA3	1	ENSG00000149380	
REEP2	1	ENSG00000132563	
REEP6	1	ENSG00000115255	
SLC26A9	1	ENSG00000174502	
SLC26A3	1	ENSG00000091138	
EDNRB-AS1	1	ENSG00000225579	
CNIH3	1	ENSG00000143786	
LINC00460	1	ENSG00000233532	
LINC01792	1	ENSG00000237166	
WDR4	1	ENSG00000160193	
PIK3C2G	1	ENSG00000139144	
ADAMTS2	1	ENSG00000087116	
LNCARSR	1	ENSG00000233086	
ADAMTS1	1	ENSG00000154734	
EMILIN3	1	ENSG00000183798	
LINC01788	1	ENSG00000229051	
HMGCS2	1	ENSG00000134240	
ADAMTS8	1	ENSG00000134917	
HPN-AS1	1	ENSG00000227392	
ADAMTS6	1	ENSG00000049192	
HGFAC	1	ENSG00000109758	
TRPC7	1	ENSG00000069018	
SLC13A1	1	ENSG00000081800	
LINC01781	1	ENSG00000234184	
SLC13A2	1	ENSG00000007216	
PLEKHG4	1	ENSG00000196155	
CIMAP2	1	ENSG00000162398	
RFC3	1	ENSG00000133119	
SLC13A3	1	ENSG00000158296	
LINC01783	1	ENSG00000233421	
UGT1A1	1	ENSG00000241635	
DHX35-DT	1	ENSG00000261431	
LINC01778	1	ENSG00000223382	
CYP4A22-AS1	1	ENSG00000225506	
ALMS1-IT1	1	ENSG00000230002	
POLR1G	1	ENSG00000117877	
MIR34AHG	1	ENSG00000228526	
LINC00484	1	ENSG00000229694	
CCDC68	1	ENSG00000166510	
CCDC69	1	ENSG00000198624	
PLG	1	ENSG00000122194	
CYP3A4	1	ENSG00000160868	
FBXL22	1	ENSG00000197361	
SELENBP1	1	ENSG00000143416	
P2RY8	1	ENSG00000182162	
PLN	1	ENSG00000198523	
P2RY4	1	ENSG00000186912	
HAUS7	1	ENSG00000213397	
P2RY1	1	ENSG00000169860	
UGT1A4	1	ENSG00000244474	
POLR2I	1	ENSG00000105258	
UGT1A9	1	ENSG00000241119	
CCDC70	1	ENSG00000123171	
UGT1A8	1	ENSG00000242366	
UGT1A7	1	ENSG00000244122	
JAZF1	1	ENSG00000153814	
NDP-AS1	1	ENSG00000236276	
LINC00472	1	ENSG00000233237	
CEACAM18	1	ENSG00000213822	
COL4A2-AS2	1	ENSG00000224821	
PPP1R14B-AS1	1	ENSG00000256940	
TAFA4	1	ENSG00000163377	
PSAT1	1	ENSG00000135069	
P2RX2	1	ENSG00000187848	
P2RX1	1	ENSG00000108405	
PI15	1	ENSG00000137558	
LINC00469	1	ENSG00000177338	
TLL1	1	ENSG00000038295	
PI16	1	ENSG00000164530	
NECTIN4	1	ENSG00000143217	
LINC01798	1	ENSG00000232046	
LINC01797	1	ENSG00000237179	
NPIPB5	1	ENSG00000243716	
CALML5	1	ENSG00000178372	
FAM89A	1	ENSG00000182118	
CALML6	1	ENSG00000169885	
CALML3	1	ENSG00000178363	
MIR4280HG	1	ENSG00000233828	
MAGEA1	1	ENSG00000198681	
C20orf204	1	ENSG00000196421	
MAGEA6	1	ENSG00000197172	
MAGEA3	1	ENSG00000221867	
MAGEA4	1	ENSG00000147381	
PYDC2-AS1	1	ENSG00000223812	
LINC02154	1	ENSG00000235385	
LINC02156	1	ENSG00000257906	
KRT4	1	ENSG00000170477	
KRT3	1	ENSG00000186442	
KRT1	1	ENSG00000167768	
KRT7	1	ENSG00000135480	
GPR37L1	1	ENSG00000170075	
KRT5	1	ENSG00000186081	
LEISA1	1	ENSG00000270607	
KRT9	1	ENSG00000171403	
AZGP1	1	ENSG00000160862	
ENSG00000233569	1	ENSG00000233569	
LUCAT1	1	ENSG00000248323	
ATP6V0D2	1	ENSG00000147614	
LINC02147	1	ENSG00000249797	
MAGEB5	1	ENSG00000188408	
LINC02188	1	ENSG00000261175	
SPTBN5	1	ENSG00000137877	
LINC02185	1	ENSG00000262097	
SLC16A1-AS1	1	ENSG00000226419	
TWIST1	1	ENSG00000122691	
C2CD4A	1	ENSG00000198535	
C2CD4B	1	ENSG00000205502	
LINC02182	1	ENSG00000260420	
TRPM1	1	ENSG00000134160	
COMETT	1	ENSG00000231210	
PPY	1	ENSG00000108849	
ATP6V0A4	1	ENSG00000105929	
MAGEC1	1	ENSG00000155495	
MAGEC2	1	ENSG00000046774	
ENSG00000286060	1	ENSG00000286060	
TRPM6	1	ENSG00000119121	
CCR10	1	ENSG00000184451	
SPTBN2	1	ENSG00000173898	
LINC02178	1	ENSG00000261092	
MAGEE2	1	ENSG00000186675	
PYCR1	1	ENSG00000183010	
TINCR	1	ENSG00000223573	
PYCR3	1	ENSG00000104524	
OR52K1	1	ENSG00000196778	
SNAP91	1	ENSG00000065609	
RAET1L	1	ENSG00000155918	
SH3TC2-DT	1	ENSG00000250072	
PANO1	1	ENSG00000288675	
SIM2	1	ENSG00000159263	
ENSG00000253177	1	ENSG00000253177	
ROBO2	1	ENSG00000185008	
CITED1	1	ENSG00000125931	
CITED2	1	ENSG00000164442	
ZFAS1	1	ENSG00000177410	
HEPACAM2	1	ENSG00000188175	
HBB	1	ENSG00000244734	
ENSG00000229494	1	ENSG00000229494	
PRL	1	ENSG00000172179	
SLC22A12	1	ENSG00000197891	
SIX3-AS1	1	ENSG00000236502	
SLC22A17	1	ENSG00000092096	
DNER	1	ENSG00000187957	
CLDN23	1	ENSG00000253958	
LINC02119	1	ENSG00000248461	
TINAG	1	ENSG00000137251	
SUPT20HL1	1	ENSG00000223731	
VENTX	1	ENSG00000151650	
SLC22A11	1	ENSG00000168065	
PSD	1	ENSG00000059915	
HBZ	1	ENSG00000130656	
IZUMO2	1	ENSG00000161652	
LINC02112	1	ENSG00000249781	
SCAT8	1	ENSG00000236345	
BHMT2	1	ENSG00000132840	
IZUMO1	1	ENSG00000182264	
PGGHG	1	ENSG00000142102	
GFRA1	1	ENSG00000151892	
PROX1	1	ENSG00000117707	
GFRA3	1	ENSG00000146013	
GFRA2	1	ENSG00000168546	
LIME1	1	ENSG00000203896	
CLDN11	1	ENSG00000013297	
UGDH	1	ENSG00000109814	
CLDN10	1	ENSG00000134873	
CLDN14	1	ENSG00000159261	
MIR17HG	1	ENSG00000215417	
CLDN18	1	ENSG00000066405	
TLR7	1	ENSG00000196664	
CLDN16	1	ENSG00000113946	
VGLL1	1	ENSG00000102243	
TLR3	1	ENSG00000164342	
SCAT2	1	ENSG00000257596	
LINC02106	1	ENSG00000251573	
SCAT1	1	ENSG00000267123	
PTGER4	1	ENSG00000171522	
GUCY2D	1	ENSG00000132518	
ADH1C	1	ENSG00000248144	
ADH1B	1	ENSG00000196616	
ADH1A	1	ENSG00000187758	
NXT1-AS1	1	ENSG00000234832	
SAA4	1	ENSG00000148965	
PTN	1	ENSG00000105894	
CST6	1	ENSG00000175315	
NKD1	1	ENSG00000140807	
CST5	1	ENSG00000170367	
CST4	1	ENSG00000101441	
NKD2	1	ENSG00000145506	
KRT7-AS	1	ENSG00000257671	
LIMA1	1	ENSG00000050405	
KIAA0513	1	ENSG00000135709	
CST2	1	ENSG00000170369	
CST1	1	ENSG00000170373	
GABRE	1	ENSG00000102287	
GABRD	1	ENSG00000187730	
SLC22A31	1	ENSG00000259803	
SH3BGR	1	ENSG00000185437	
GABRP	1	ENSG00000094755	
MPP2	1	ENSG00000108852	
MPP3	1	ENSG00000161647	
MPP4	1	ENSG00000082126	
ENSG00000287364	1	ENSG00000287364	
SORBS2	1	ENSG00000154556	
SORBS1	1	ENSG00000095637	
CYP2W1	1	ENSG00000073067	
LHFPL7	1	ENSG00000206069	
SAA2	1	ENSG00000134339	
LINC02126	1	ENSG00000259847	
RAB9B	1	ENSG00000123570	
LINC02128	1	ENSG00000261241	
FCN1	1	ENSG00000085265	
FCN2	1	ENSG00000160339	
FCGBP	1	ENSG00000275395	
TPSB2	1	ENSG00000197253	
HAPSTR2	1	ENSG00000230707	
ENSG00000287331	1	ENSG00000287331	
PGR-AS1	1	ENSG00000282728	
CHRNB2	1	ENSG00000160716	
LMO1	1	ENSG00000166407	
SFTPD-AS1	1	ENSG00000273372	
ENSG00000286010	1	ENSG00000286010	
LMO3	1	ENSG00000048540	
NANOS3	1	ENSG00000187556	
H2AC4	1	ENSG00000278463	
SHISA3	1	ENSG00000178343	
SHISA2	1	ENSG00000180730	
MYCN	1	ENSG00000134323	
CT83	1	ENSG00000204019	
SILC1	1	ENSG00000232044	
ENSG00000287313	1	ENSG00000287313	
RASL12	1	ENSG00000103710	
CHRNA3	1	ENSG00000080644	
CHRNA4	1	ENSG00000101204	
CHRNA6	1	ENSG00000147434	
CABP2	1	ENSG00000167791	
FBLN1	1	ENSG00000077942	
TRHDE	1	ENSG00000072657	
SCUBE2	1	ENSG00000175356	
TRPM2-AS	1	ENSG00000230061	
SCUBE1	1	ENSG00000159307	
NLRP7	1	ENSG00000167634	
NLRP4	1	ENSG00000160505	
A2M-AS1	1	ENSG00000245105	
SMARCAD1-DT	1	ENSG00000246541	
FAM83A	1	ENSG00000147689	
CBX8	1	ENSG00000141570	
CBX7	1	ENSG00000100307	
CBX4	1	ENSG00000141582	
HAND2-AS1	1	ENSG00000237125	
WNT3A	1	ENSG00000154342	
CBX2	1	ENSG00000173894	
TRPV3	1	ENSG00000167723	
ENSG00000266401	1	ENSG00000266401	
CRLS1	1	ENSG00000088766	
LRP1B	1	ENSG00000168702	
PYY	1	ENSG00000131096	
EFNA3	1	ENSG00000143590	
ENSG00000187185	1	ENSG00000187185	
TLX3	1	ENSG00000164438	
FAM163B	1	ENSG00000196990	
TLX1	1	ENSG00000107807	
FAM163A	1	ENSG00000143340	
NMUR2	1	ENSG00000132911	
XAGE2	1	ENSG00000155622	
TMEM35A	1	ENSG00000126950	
CEROX1	1	ENSG00000260807	
LMO7-AS1	1	ENSG00000261105	
MEGF10	1	ENSG00000145794	
CBY2	1	ENSG00000174015	
SIX1	1	ENSG00000126778	
OSTN-AS1	1	ENSG00000233308	
NR2E1	1	ENSG00000112333	
HAPLN3	1	ENSG00000140511	
HAPLN1	1	ENSG00000145681	
GNA15-DT	1	ENSG00000267551	
CASP7	1	ENSG00000165806	
SIX4	1	ENSG00000100625	
OBP2A	1	ENSG00000122136	
CASP5	1	ENSG00000137757	
OBP2B	1	ENSG00000171102	
SIX2	1	ENSG00000170577	
SIX3	1	ENSG00000138083	
CIMIP1	1	ENSG00000124237	
LINC02195	1	ENSG00000236481	
MYEOV	1	ENSG00000172927	
RHBDF2	1	ENSG00000129667	
AXIN2	1	ENSG00000168646	
MYH2	1	ENSG00000125414	
CASQ2	1	ENSG00000118729	
CD300LD-AS1	1	ENSG00000182352	
CASQ1	1	ENSG00000143318	
MYH4	1	ENSG00000264424	
MYH6	1	ENSG00000197616	
PAPPA2	1	ENSG00000116183	
RBMS3	1	ENSG00000144642	
COLEC12	1	ENSG00000158270	
TRARG1	1	ENSG00000184811	
ENSG00000285572	1	ENSG00000285572	
HLF	1	ENSG00000108924	
LY6G6F-LY6G6D	1	ENSG00000250641	
LEF1	1	ENSG00000138795	
MSLNL	1	ENSG00000162006	
ETFDH	1	ENSG00000171503	
THBS2	1	ENSG00000186340	
THBS4	1	ENSG00000113296	
RASD2	1	ENSG00000100302	
WNT11	1	ENSG00000085741	
UGP2	1	ENSG00000169764	
RNF113B	1	ENSG00000139797	
GNA11	1	ENSG00000088256	
MAPK4	1	ENSG00000141639	
VAT1L	1	ENSG00000171724	
SMAD3-DT	1	ENSG00000259347	
TAF11L11	1	ENSG00000283740	
PPP2R3B	1	ENSG00000167393	
PPP2R3A	1	ENSG00000073711	
ENSG00000225087	1	ENSG00000225087	
ENSG00000285587	1	ENSG00000285587	
KISS1	1	ENSG00000170498	
PPP2R2C	1	ENSG00000074211	
PPP2R2B	1	ENSG00000156475	
MPPED2-AS1	1	ENSG00000254489	
CLDN14-AS1	1	ENSG00000233818	
RAMACL	1	ENSG00000235272	
TMEM97	1	ENSG00000109084	
CLDN2	1	ENSG00000165376	
CLDN1	1	ENSG00000163347	
MYLK	1	ENSG00000065534	
VPREB3	1	ENSG00000128218	
TDO2	1	ENSG00000151790	
CCBE1	1	ENSG00000183287	
RBFOX3	1	ENSG00000167281	
TMEM82	1	ENSG00000162460	
CLDN6	1	ENSG00000184697	
CLDN5	1	ENSG00000184113	
RFX8	1	ENSG00000196460	
CLDN9	1	ENSG00000213937	
CLDN8	1	ENSG00000156284	
TMEM78	1	ENSG00000177800	
SPARCL1	1	ENSG00000152583	
MYL9	1	ENSG00000101335	
PIF1	1	ENSG00000140451	
CELA3B	1	ENSG00000219073	
OR14L1	1	ENSG00000198452	
ABCB1	1	ENSG00000085563	
TTYH3	1	ENSG00000136295	
CFAP20DC	1	ENSG00000163689	
TMEM238L	1	ENSG00000263429	
ABCB6	1	ENSG00000115657	
HHLA2	1	ENSG00000114455	
ABCB5	1	ENSG00000004846	
HPN	1	ENSG00000105707	
CLCNKB	1	ENSG00000184908	
IQGAP2	1	ENSG00000145703	
SLC30A10	1	ENSG00000196660	
IQGAP3	1	ENSG00000183856	
HSD11B2	1	ENSG00000176387	
KCNMB1	1	ENSG00000145936	
KCNMB2	1	ENSG00000197584	
FAM83A-AS2	1	ENSG00000253258	
